,session,subject,parent_adj_nps,child_adj_nps,parent_indef_def_adj_nps
9224,8,27,the matter,,the matter
9240,8,27,the chair,,the chair
9247,8,27,a snack,,a snack
9296,8,27,the date,,the date
9304,8,27,the date,,the date
9314,8,27,the thirteenth,,the thirteenth
9333,8,27,the twentyfifth,,the twentyfifth
9355,8,27,the calendar,,the calendar
9381,8,27,a train,,a train
9383,8,27,a train,,a train
9386,8,27,a duck,,a duck
9388,8,27,a tree,,a tree
9391,8,27,a tree,,a tree
9468,8,27,the vulture,,the vulture
9484,8,27,the sun,,the sun
9491,8,27,the garbage,,the garbage
9498,8,27,a picture,,a picture
9512,8,27,a picture,,a picture
9515,8,27,the card,,the card
9524,8,27,the picture,,the picture
9529,8,27,the sun,,the sun
9554,8,27,a one,,a one
9586,8,27,the baby,,the baby
9595,8,27,a rabbit,,a rabbit
9598,8,27,a toy,,a toy
9606,8,27,a snow+ball,,a snow+ball
9612,8,27,a snow,,a snow
9647,8,27,the side,,the side
9672,8,27,the righthand,,the righthand
9676,8,27,a bit,,a bit
9677,8,27,the side,,the side
9679,8,27,the sun,,the sun
9686,8,27,a baker,,a baker
9692,8,27,a cake,,a cake
9700,8,27,a cake,,a cake
9714,8,27,the refrigerator,,the refrigerator
9715,8,27,the oven,,the oven
9746,8,27,the problem,,the problem
9749,8,27,the matter,,the matter
9751,8,27,the matter,,the matter
9752,8,27,the matter,,the matter
9754,8,27,the dots,,the dots
9757,8,27,a minute,,a minute
9760,8,27,the problem,,the problem
9773,8,27,a crayon,,a crayon
9776,8,27,a job,,a job
9789,8,27,the paper,,the paper
9836,8,27,a tree,,a tree
9841,8,27,the numbers,,the numbers
9843,8,27,the beginning,,the beginning
9849,8,27,the ornaments,,the ornaments
9853,8,27,a tree,,a tree
9855,8,27,a trunk,,a trunk
9860,8,27,a tree,,a tree
9864,8,27,the problem,,the problem
9870,8,27,the tree,,the tree
9874,8,27,the tree,,the tree
9882,8,27,a white,,a white
9892,8,27,the tree,,the tree
9893,8,27,the tree,,the tree
9913,8,27,the tree,,the tree
9936,8,27,a robot,,a robot
9947,8,27,a lot,,a lot
9953,8,27,the day,,the day
9954,8,27,the day,,the day
9961,8,27,the day,,the day
9967,8,27,the snow,,the snow
9968,8,27,the paper,,the paper
9972,8,27,the snow,,the snow
9977,8,27,a robot,,a robot
9985,8,27,a kitchen,,a kitchen
10015,8,27,a secret,,a secret
10017,8,27,the letter,,the letter
10023,8,27,a secret,,a secret
10035,8,27,a face,,a face
10041,8,27,the weather,,the weather
10047,8,27,the snow,,the snow
10069,8,27,the car,,the car
10074,8,27,the letters,,the letters
10094,8,27,the letters,,the letters
10100,8,27,the letters,,the letters
10115,8,27,the sun,,the sun
10136,8,27,a puzzle,,a puzzle
10144,8,27,the truck,,the truck
10145,8,27,a one,,a one
10154,8,27,the baby,,the baby
10156,8,27,the piece,,the piece
10161,8,27,the truck,,the truck
10164,8,27,the fire+truck,,the fire+truck
10171,8,27,a truck,,a truck
10172,8,27,a dinosaur,,a dinosaur
10194,8,27,the edges,,the edges
10209,8,27,a edge,,a edge
10228,8,27,a ball,,a ball
10232,8,27,a practice,,a practice
10237,8,27,a ball,,a ball
10249,8,27,a one,,a one
10266,8,27,the corner,,the corner
10276,8,27,a tree,,a tree
10284,8,27,a side,,a side
10288,8,27,the rest,,the rest
10289,8,27,the pipe,,the pipe
10290,8,27,a side,,a side
10294,8,27,the cement,,the cement
10310,8,27,the top,,the top
10337,8,28,a milk,,a milk
10358,8,28,a sippy,,a sippy
10379,8,28,the stairs,,the stairs
10393,8,28,the horsie,,the horsie
10397,8,28,a horsie,,a horsie
10398,8,28,the horsie,,the horsie
10432,8,28,a bit,,a bit
10436,8,28,the sleigh,,the sleigh
10446,8,28,a container,,a container
10452,8,28,a picnic,,a picnic
10468,8,28,the doggie,,the doggie
10472,8,28,a radio,,a radio
10477,8,28,the sleigh,,the sleigh
10485,8,28,a suitcase,,a suitcase
10486,8,28,a trip,,a trip
10510,8,28,a question,,a question
10529,8,28,a piece,,a piece
10552,8,28,the door,,the door
10579,8,28,the bottom,,the bottom
10596,8,28,a friend,,a friend
10599,8,28,a time,,a time
10601,8,28,the back,,the back
10602,8,28,the front,,the front
10614,8,28,the telephone,,the telephone
10739,8,28,a job,,a job
10741,8,28,the work,,the work
10756,8,28,the kitchen,,the kitchen
10757,8,28,the kitchen,,the kitchen
10771,8,28,a banana,,a banana
10772,8,28,a banana,,a banana
10773,8,28,a banana,,a banana
10783,8,28,a bead,,a bead
10784,8,28,a bead,,a bead
10797,8,28,a ballerina,,a ballerina
10901,8,28,the lights,,the lights
10941,8,28,the meat,,the meat
10969,8,28,the story,,the story
11170,8,28,the baby,,the baby
11171,8,28,the donkey,,the donkey
11174,8,28,the way,,the way
11193,8,28,a piece,,a piece
11194,8,28,a bagel,,a bagel
11196,8,28,a bagel,,a bagel
11208,8,28,the angel,,the angel
11247,8,28,a time,,a time
11253,8,28,the unicorn,,the unicorn
11262,8,28,the beads,,the beads
11272,8,28,a ride,,a ride
11292,8,28,the squirrels,,the squirrels
11309,8,28,a fat,,a fat
11314,8,28,a fat,,a fat
11318,8,28,a cardinal,,a cardinal
11319,8,28,the tree,,the tree
11320,8,28,the bird,,the bird
11324,8,28,the tree,,the tree
11328,8,28,the mommy,,the mommy
11341,8,28,a bowl,,a bowl
11353,8,28,a lot,,a lot
11359,8,28,the squirrels,,the squirrels
11436,8,28,a pile,,a pile
11438,8,28,the window,,the window
11449,8,28,a couple,,a couple
11452,8,28,a row,,a row
11455,8,28,a days,,a days
11457,8,28,the rain,,the rain
11459,8,28,the rain,,the rain
11507,8,28,the inside,,the inside
11508,8,28,the shell,,the shell
11520,8,28,the skin,,the skin
11525,8,28,the ground,,the ground
11538,8,28,a bowl,,a bowl
11544,8,28,the squirrel,,the squirrel
11548,8,28,the bag,,the bag
11549,8,28,a squirrel,,a squirrel
11550,8,28,a squirrel,,a squirrel
11552,8,28,a squirrel,,a squirrel
11554,8,28,the tail,,the tail
11595,8,28,the peanut,,the peanut
11598,8,28,the peanut,,the peanut
11612,8,28,the nut,,the nut
11625,8,28,a napkin,,a napkin
11633,8,28,the country,,the country
11639,8,28,a minute,,a minute
11647,8,28,the job,,the job
11661,8,28,a treat,,a treat
11666,8,28,a juice,,a juice
11703,8,28,a holiday,,a holiday
11704,8,28,a treat,,a treat
11711,8,28,a bit,,a bit
11731,8,28,the holly,,the holly
11736,8,28,a decorations,,a decorations
11737,8,28,the house,,the house
11747,8,28,a lick,,a lick
11750,8,28,a sleeve,,a sleeve
11753,8,28,a napkin,,a napkin
11764,8,28,a nutcracker,,a nutcracker
11796,8,28,a time,,a time
11799,8,28,the chair,,the chair
11821,8,28,a #,,a #
11823,8,28,a piece,,a piece
11866,8,29,a picture,,a picture
11885,8,29,the green,,the green
11902,8,29,the pink,,the pink
11903,8,29,the green,,the green
11952,8,29,a pink,,a pink
11954,8,29,a pink,,a pink
12022,8,29,a mess,,a mess
12026,8,29,a mess,,a mess
12045,8,29,a house,,a house
12078,8,29,the crayon,,the crayon
12082,8,29,a broke,,a broke
12088,8,29,the babies,,the babies
12091,8,29,a cloud,,a cloud
12092,8,29,a tree,,a tree
12095,8,29,a tree,,a tree
12097,8,29,a coconut,,a coconut
12099,8,29,a squirrel,,a squirrel
12102,8,29,the squirrel,,the squirrel
12103,8,29,the tree,,the tree
12137,8,29,a container,,a container
12163,8,29,a pile,,a pile
12166,8,29,the leaves,,the leaves
12168,8,29,a kid,,a kid
12169,8,29,a mommy,,a mommy
12185,8,29,the pile,,the pile
12188,8,29,a pile,,a pile
12194,8,29,the leaves,,the leaves
12204,8,29,the leaves,,the leaves
12206,8,29,the leaves,,the leaves
12207,8,29,the leaves,,the leaves
12208,8,29,a picture,,a picture
12210,8,29,the leaves,,the leaves
12214,8,29,a artist,,a artist
12221,8,29,the leaves,,the leaves
12227,8,29,a stick,,a stick
12230,8,29,a stick,,a stick
12231,8,29,a person,,a person
12236,8,29,the kids,,the kids
12238,8,29,the kids,,the kids
12261,8,29,a dress,,a dress
12264,8,29,the pink,,the pink
12269,8,29,a dress,,a dress
12273,8,29,a dress,,a dress
12282,8,29,the color,,the color
12324,8,29,a bit,,a bit
12376,8,29,a bird,,a bird
12378,8,29,a bird,,a bird
12421,8,29,the red,,the red
12422,8,29,the red,,the red
12425,8,29,the pink,,the pink
12426,8,29,the red,,the red
12481,8,29,a lady,,a lady
12500,8,29,the color,,the color
12508,8,29,a job,,a job
12516,8,29,the bottom,,the bottom
12544,8,29,the nose,,the nose
12566,8,29,a clown,,a clown
12571,8,29,the directions,,the directions
12577,8,29,a clown,,a clown
12605,8,29,the circles,,the circles
12631,8,29,a shoe,,a shoe
12656,8,29,a face,,a face
12658,8,29,a nose,,a nose
12663,8,29,a clown,,a clown
12664,8,29,a clown,,a clown
12666,8,29,a clown,,a clown
12667,8,29,a clown,,a clown
12669,8,29,the circus,,the circus
12672,8,29,a tent,,a tent
12675,8,29,the tent,,the tent
12676,8,29,the tent,,the tent
12683,8,29,the side,,the side
12684,8,29,a tent,,a tent
12685,8,29,the tent,,the tent
12690,8,29,the stripes,,the stripes
12701,8,29,a job,,a job
12702,8,29,the stripes,,the stripes
12706,8,29,the parade,,the parade
12707,8,29,the clowns,,the clowns
12790,8,29,the tickle,,the tickle
12792,8,29,a hiding,,a hiding
12797,8,29,the count,,the count
12867,8,29,the top,,the top
12914,8,29,a lot,,a lot
12924,8,29,a lot,,a lot
12937,8,29,a bow,,a bow
12941,8,29,a thing,,a thing
12952,8,29,a lid,,a lid
12960,8,29,the basket,,the basket
12979,8,29,the basket,,the basket
13035,8,29,the lid,,the lid
13063,8,29,a masterpiece,,a masterpiece
13134,8,29,a ride,,a ride
13142,8,29,the ride,,the ride
13145,8,29,a circle,,a circle
13184,8,29,a tea,,a tea
13197,8,29,a cookie,,a cookie
13213,8,29,a belly+ache,,a belly+ache
13224,8,29,the pictures,,the pictures
13244,8,29,the way,,the way
13245,8,29,the splits,,the splits
13250,8,29,the drink,,the drink
13276,8,29,a chocolate,,a chocolate
13281,8,29,the oven,,the oven
13282,8,29,the oven,,the oven
13295,8,29,a muffin,,a muffin
13320,8,29,a sugar,,a sugar
13336,8,29,the stove,,the stove
13339,8,29,the dinner,,the dinner
13342,8,29,a mer+maid,,a mer+maid
13344,8,29,the water,,the water
13351,8,29,the rest,,the rest
13403,8,29,the dishes,,the dishes
13433,8,29,a knife,,a knife
13445,8,29,a walk,,a walk
13472,8,29,the ride,,the ride
13474,8,29,the ride,,the ride
13541,8,29,the picture,,the picture
13542,8,29,the picture,,the picture
13572,8,29,the castle,,the castle
13578,8,29,a boat,,a boat
13585,8,29,a while,,a while
13586,8,29,the boat,,the boat
13587,8,29,the boat,,the boat
13609,8,29,the boat,,the boat
13629,8,29,the princesses,,the princesses
13632,8,29,the castle,,the castle
13636,8,29,the car,,the car
13641,8,29,a stroller,,a stroller
13644,8,29,the buckle,,the buckle
13648,8,29,the princesses,,the princesses
13695,8,29,the one,,the one
13729,8,29,the ones,,the ones
13774,8,29,a dress,,a dress
13777,8,29,a dinner,,a dinner
13798,8,29,the castle,,the castle
13812,8,29,a ribbon,,a ribbon
13856,8,29,the paper,,the paper
13863,8,29,a bit,,a bit
13874,8,29,the paper,,the paper
13882,8,29,the paper,,the paper
13942,8,29,the collection,,the collection
13956,8,29,the pink,,the pink
13972,8,29,the outside,,the outside
13990,8,29,the show,,the show
13992,8,29,the show,,the show
13994,8,29,the fireworks,,the fireworks
14002,8,29,the parade,,the parade
14003,8,29,the parade,,the parade
14006,8,29,the lights,,the lights
14035,8,29,a ride,,a ride
14057,8,29,the ride,,the ride
14083,8,29,a ride,,a ride
14087,8,29,the ride,,the ride
14119,8,29,the princesses,,the princesses
14120,8,29,the front,,the front
14121,8,29,the front,,the front
14123,8,29,the front,,the front
14168,8,29,the spotlight,,the spotlight
14221,8,29,a kiss,,a kiss
14239,8,30,the hand,,the hand
14289,8,30,the rice,,the rice
14301,8,30,a pool,,a pool
14305,8,30,the trampoline,,the trampoline
14334,8,30,a picture,,a picture
14343,8,30,a snowman,,a snowman
14346,8,30,a snowman,,a snowman
14349,8,30,a tree,,a tree
14358,8,30,the snowman,,the snowman
14372,8,30,the one,,the one
14384,8,30,a hotdog,,a hotdog
14401,8,30,a bite,,a bite
14408,8,30,a iron,,a iron
14415,8,30,the counter,,the counter
14421,8,30,a drink,,a drink
14422,8,30,a drink,,a drink
14423,8,30,a drink,,a drink
14463,8,30,a drink,,a drink
14493,8,30,the one,,the one
14522,8,30,a couple,,a couple
14527,8,30,a home,,a home
14536,8,30,the date,,the date
14545,8,30,the twentyfourth,,the twentyfourth
14548,8,30,the calendar,,the calendar
14550,8,30,the calendar,,the calendar
14553,8,30,the calendar,,the calendar
14570,8,30,the pictures,,the pictures
14577,8,30,the fork,,the fork
14579,8,30,the bowl,,the bowl
14584,8,30,a lion,,a lion
14624,8,30,the rice,,the rice
14638,8,30,the class,,the class
14641,8,30,a drink,,a drink
14685,8,30,the snowmen,,the snowmen
14691,8,30,the eyes,,the eyes
14695,8,30,the nose,,the nose
14696,8,30,the pineapple,,the pineapple
14698,8,30,the pineapple,,the pineapple
14701,8,30,a pit,,a pit
14704,8,30,the table,,the table
14733,8,30,a drink,,a drink
14734,8,30,a drink,,a drink
14740,8,30,the drink,,the drink
14748,8,30,a drink,,a drink
14770,8,30,a couple,,a couple
14774,8,30,the milk,,the milk
14838,8,30,the mouth,,the mouth
14842,8,30,a mess,,a mess
14851,8,30,the garbage,,the garbage
14852,8,30,the garbage,,the garbage
14853,8,30,the garbage,,the garbage
14867,8,30,the leaves,,the leaves
14873,8,30,a book,,a book
14880,8,30,the monkey,,the monkey
14883,8,30,the one,,the one
14910,8,30,a couple,,a couple
14913,8,30,a puzzle,,a puzzle
14918,8,30,the horse,,the horse
14919,8,30,a pieces,,a pieces
14926,8,30,the couch,,the couch
14927,8,30,the couch,,the couch
14964,8,30,the weekend,,the weekend
14998,8,30,a hug,,a hug
15003,8,30,the day,,the day
15005,8,30,the floor,,the floor
15029,8,30,a brand,,a brand
15045,8,30,a brand,,a brand
15059,8,30,the clothes,,the clothes
15068,8,30,the swings,,the swings
15072,8,30,the jumprope,,the jumprope
15073,8,30,the slide,,the slide
15082,8,30,the bunny,,the bunny
15103,8,30,the pig,,the pig
15105,8,30,the pig,,the pig
15112,8,30,the cow,,the cow
15116,8,30,the cow,,the cow
15126,8,30,the page,,the page
15129,8,30,a sheep,,a sheep
15139,8,30,the end,,the end
15145,8,30,a toothbrush,,a toothbrush
15162,8,30,the wall,,the wall
15179,8,30,the tops,,the tops
15180,8,30,the side,,the side
15181,8,30,the side,,the side
15185,8,30,the bottoms,,the bottoms
15222,8,30,the potty,,the potty
15227,8,30,a toothbrush,,a toothbrush
15271,8,30,a camera,,a camera
15273,8,30,a camera,,a camera
15296,8,30,the bathroom,,the bathroom
15325,8,30,the soap,,the soap
15330,8,30,the top,,the top
15351,8,30,a nap,,a nap
15352,8,30,a nap,,a nap
15363,8,30,a while,,a while
15369,8,30,the girl,,the girl
15388,8,30,the horse,,the horse
15413,8,30,the boy,,the boy
15414,8,30,the boy,,the boy
15415,8,30,a bath,,a bath
15419,8,30,the bathtub,,the bathtub
15420,8,30,the pillows,,the pillows
15421,8,30,the bed,,the bed
15425,8,30,the drawer,,the drawer
15429,8,30,a drawer,,a drawer
15436,8,30,a bath,,a bath
15438,8,30,the bathtub,,the bathtub
15440,8,30,a bath,,a bath
15442,8,30,a bath,,a bath
15443,8,30,the faucet,,the faucet
15444,8,30,the bathtub,,the bathtub
15448,8,30,the refrigerator,,the refrigerator
15451,8,30,a refrigerator,,a refrigerator
15461,8,30,a pictures,,a pictures
15463,8,30,a pictures,,a pictures
15479,8,30,a baby,,a baby
15516,8,30,the baby,,the baby
15525,8,30,a bath,,a bath
15538,8,30,a blanket,,a blanket
15542,8,30,the stroller,,the stroller
15588,8,32,a tongue,,a tongue
15660,8,32,the wagon,,the wagon
15666,8,32,the eyes,,the eyes
15816,8,32,a lady,,a lady
15820,8,32,a lady,,a lady
15857,8,32,the dinosaur,,the dinosaur
15884,8,32,the stamp,,the stamp
15889,8,32,a turkey,,a turkey
15910,8,32,a tea,,a tea
15943,8,32,a kitty,,a kitty
15945,8,32,the cow,,the cow
15950,8,32,the horse,,the horse
15956,8,32,the chicken,,the chicken
16103,8,32,a tea,,a tea
16150,8,32,the bunny,,the bunny
16155,8,32,the doctor,,the doctor
16212,8,32,the one+eyed,,the one+eyed
16551,8,32,the batteries,,the batteries
16588,8,32,a chicken,,a chicken
16590,8,32,a monkey,,a monkey
16721,8,32,the shoes,,the shoes
16732,8,32,a ballerina,,a ballerina
16880,8,32,the doctor,,the doctor
16893,8,32,the mom,,the mom
17051,8,33,a broom,,a broom
17055,8,33,the broom,,the broom
17056,8,33,the broom,,the broom
17057,8,33,the broom,,the broom
17091,8,33,the closet,,the closet
17092,8,33,the bunk,,the bunk
17093,8,33,the corner,,the corner
17103,8,33,the cup,,the cup
17113,8,33,the rest,,the rest
17125,8,33,the paper,,the paper
17127,8,33,a boy,,a boy
17150,8,33,a secret,,a secret
17156,8,33,the toilet,,the toilet
17160,8,33,the pajamas,,the pajamas
17168,8,33,a movie,,a movie
17181,8,33,the secret,,the secret
17185,8,33,a room,,a room
17198,8,33,the bottom,,the bottom
17203,8,33,the drawer,,the drawer
17205,8,33,the drawer,,the drawer
17213,8,33,a marker,,a marker
17236,8,33,the marker,,the marker
17237,8,33,the drawer,,the drawer
17241,8,33,the crayons,,the crayons
17246,8,33,the shirt,,the shirt
17252,8,33,the #,,the #
17259,8,33,the sock,,the sock
17262,8,33,a man,,a man
17270,8,33,a girl,,a girl
17273,8,33,a boy,,a boy
17285,8,33,a picture,,a picture
17291,8,33,the movie,,the movie
17307,8,33,the door,,the door
17333,8,33,the movie,,the movie
17334,8,33,a second,,a second
17342,8,33,the cartoon,,the cartoon
17369,8,33,the tree,,the tree
17381,8,33,the chair,,the chair
17382,8,33,the movie,,the movie
17394,8,33,the chair,,the chair
17396,8,33,the movie,,the movie
17398,8,33,the chair,,the chair
17399,8,33,the movie,,the movie
17400,8,33,the movie,,the movie
17402,8,33,the chair,,the chair
17403,8,33,the chair,,the chair
17443,8,33,a second,,a second
17452,8,33,a house,,a house
17462,8,33,the family,,the family
17466,8,33,a bath,,a bath
17488,8,33,a house,,a house
17489,8,33,a sun,,a sun
17490,8,33,a tree,,a tree
17503,8,33,a circle,,a circle
17505,8,33,a dog,,a dog
17518,8,33,a circle,,a circle
17543,8,33,the corner,,the corner
17561,8,33,a tree,,a tree
17567,8,33,a square,,a square
17569,8,33,a circle,,a circle
17571,8,33,a square,,a square
17580,8,33,the straw,,the straw
17619,8,33,the case,,the case
17623,8,33,the case,,the case
17624,8,33,the DVD,,the DVD
17626,8,33,the movie,,the movie
17627,8,33,the movie,,the movie
17628,8,33,the case,,the case
17637,8,33,the finger,,the finger
17645,8,33,a baby,,a baby
17646,8,33,a baby,,a baby
17653,8,33,the hand,,the hand
17656,8,33,a put,,a put
17657,8,33,the police,,the police
17665,8,33,the movie,,the movie
17673,8,33,the bath+room,,the bath+room
17705,8,33,the movie,,the movie
17728,8,33,a train,,a train
17730,8,33,the train,,the train
17740,8,33,a kid,,a kid
17742,8,33,the cartoons,,the cartoons
17744,8,33,the phone,,the phone
17772,8,33,a minute,,a minute
17859,8,33,a comb,,a comb
17861,8,33,a comb,,a comb
17862,8,33,the light,,the light
17864,8,33,a comb,,a comb
17876,8,33,the side,,the side
17943,8,33,the seat,,the seat
17954,8,34,the bus,,the bus
17958,8,34,the zoo,,the zoo
17959,8,34,the zoo,,the zoo
17974,8,34,the house,,the house
17980,8,34,the bus,,the bus
17981,8,34,the house,,the house
17991,8,34,the house,,the house
18031,8,34,the one,,the one
18065,8,34,the plane,,the plane
18069,8,34,the plane,,the plane
18071,8,34,the plane,,the plane
18073,8,34,the seat,,the seat
18126,8,34,the driver,,the driver
18155,8,34,a meal,,a meal
18174,8,34,a peanut,,a peanut
18199,8,34,the plane,,the plane
18236,8,34,the one,,the one
18242,8,34,a bowl,,a bowl
18244,8,34,a bowl,,a bowl
18258,8,34,a please,,a please
18297,8,34,a pretzel,,a pretzel
18409,8,34,the ones,,the ones
18418,8,34,the ones,,the ones
18452,8,34,the dress,,the dress
18513,8,34,the ones,,the ones
18515,8,34,the ones,,the ones
18571,8,34,the pair,,the pair
18579,8,34,the purple,,the purple
18593,8,34,the ones,,the ones
18597,8,34,the one,,the one
18627,8,34,the ones,,the ones
18646,8,34,a mess,,a mess
18682,8,34,the shoes,,the shoes
18713,8,34,the plane,,the plane
18782,8,34,a spot,,a spot
18792,8,34,the floor,,the floor
18793,8,34,the floor,,the floor
18794,8,34,the plane,,the plane
18802,8,34,the one,,the one
18803,8,34,the one,,the one
18830,8,34,the plane,,the plane
18850,8,34,a snack,,a snack
18874,8,34,a pretzel,,a pretzel
18901,8,34,a treat,,a treat
18921,8,34,a plane,,a plane
18930,8,34,a trip,,a trip
18933,8,34,the pretzels,,the pretzels
18937,8,34,the way,,the way
18966,8,34,the plane,,the plane
18992,8,34,the smooches,,the smooches
19046,8,34,the pretzels,,the pretzels
19057,8,34,the place,,the place
19095,8,34,the queen,,the queen
19097,8,34,the queen,,the queen
19109,8,34,the queen,,the queen
19111,8,34,the queen,,the queen
19113,8,34,the queen,,the queen
19114,8,34,the princess,,the princess
19115,8,34,the queen,,the queen
19120,8,34,the king,,the king
19147,8,34,the shoes,,the shoes
19151,8,34,the shoes,,the shoes
19182,8,34,the oven,,the oven
19199,8,34,the oven,,the oven
19218,8,34,the spot,,the spot
19219,8,34,the pieces,,the pieces
19220,8,34,the phone,,the phone
19252,8,34,the phone,,the phone
19257,8,34,the phone,,the phone
19310,8,34,a baby,,a baby
19327,8,34,a while,,a while
19347,8,34,the book,,the book
19364,8,34,the box,,the box
19496,8,34,the floor,,the floor
19550,8,34,a bunny,,a bunny
19594,8,34,a tent,,a tent
19603,8,34,a bones,,a bones
19604,8,34,a bones,,a bones
19608,8,34,the livingroom,,the livingroom
19609,8,34,a blankie,,a blankie
19627,8,34,the livingroom,,the livingroom
19649,8,34,a turn,,a turn
19651,8,34,the coloring,,the coloring
19656,8,34,the blanket,,the blanket
19658,8,34,the book,,the book
19696,8,34,a dress,,a dress
19702,8,34,a camera,,a camera
19703,8,34,a circle,,a circle
19704,8,34,a circle,,a circle
19705,8,34,a circle,,a circle
19802,8,34,the rest,,the rest
19821,8,34,the sun,,the sun
19822,8,34,the moon,,the moon
19823,8,34,the moon,,the moon
19828,8,34,the moon,,the moon
19886,8,35,the dishwasher,,the dishwasher
19888,8,35,the tools,,the tools
19931,8,35,the diaper,,the diaper
19954,8,35,the hammer,,the hammer
19956,8,35,the doggie,,the doggie
19984,8,35,the babies,,the babies
19995,8,35,the saw,,the saw
19998,8,35,the bus,,the bus
20005,8,35,a tissue,,a tissue
20092,8,35,a bottle,,a bottle
20106,8,35,a dog,,a dog
20116,8,35,a minute,,a minute
20120,8,35,a dog,,a dog
20127,8,35,a dog,,a dog
20128,8,35,the drawer,,the drawer
20135,8,35,the baby,,the baby
20138,8,35,a pan,,a pan
20140,8,35,the food,,the food
20162,8,35,the matter,,the matter
20164,8,35,the matter,,the matter
20184,8,35,the baby,,the baby
20243,8,35,the shirt,,the shirt
20249,8,35,the shirt,,the shirt
20259,8,35,the swimming,,the swimming
20266,8,35,the pants,,the pants
20267,8,35,the pants,,the pants
20268,8,35,the shirt,,the shirt
20274,8,35,the sleeves,,the sleeves
20315,8,35,a kiss,,a kiss
20318,8,35,a kiss,,a kiss
20323,8,35,the baby,,the baby
20336,8,35,the ball,,the ball
20337,8,35,the ball,,the ball
20339,8,35,the ball,,the ball
20344,8,35,the ball,,the ball
20345,8,35,the ball,,the ball
20465,8,35,the door,,the door
20474,8,35,the kind,,the kind
20491,8,35,a bit,,a bit
20557,8,35,the stove,,the stove
20575,8,35,a day,,a day
20580,8,35,the day,,the day
20606,8,35,the bathtub,,the bathtub
20608,8,35,the stairs,,the stairs
20609,8,35,the stairs,,the stairs
20618,8,35,a game,,a game
20619,8,35,the book,,the book
20620,8,35,the cabinet,,the cabinet
20634,8,35,the snake,,the snake
20637,8,35,the door,,the door
20643,8,35,a zipper,,a zipper
20650,8,35,the ones,,the ones
20674,8,35,the color,,the color
20685,8,35,a second,,a second
20699,8,35,a necklace,,a necklace
20703,8,35,a necklace,,a necklace
20709,8,35,a couple,,a couple
20748,8,35,the one,,the one
20769,8,35,a nap,,a nap
20776,8,35,the pieces,,the pieces
20780,8,35,the bag,,the bag
20803,8,35,the snake,,the snake
20806,8,35,the animal,,the animal
20833,8,35,a drink,,a drink
20847,8,35,the blocks,,the blocks
20852,8,35,the pop,,the pop
20867,8,35,the milk,,the milk
20871,8,35,the baby,,the baby
20886,8,35,a pot,,a pot
20947,8,35,the peas,,the peas
20950,8,35,the peas,,the peas
20966,8,35,a pepper,,a pepper
20974,8,35,the vegetables,,the vegetables
21003,8,35,a pillow,,a pillow
21004,8,35,the baby,,the baby
21028,8,35,the vegetables,,the vegetables
21043,8,35,a bit,,a bit
21044,8,35,a way,,a way
21056,8,35,the babies,,the babies
21071,8,35,the store,,the store
21082,8,35,a outfit,,a outfit
21094,8,35,the bus,,the bus
21119,8,35,a maternity,,a maternity
21142,8,35,a dress,,a dress
21143,8,35,a dress,,a dress
21144,8,35,a summer,,a summer
21161,8,35,a washing,,a washing
21163,8,35,the clothes,,the clothes
21172,8,35,the pants,,the pants
21173,8,35,the pants,,the pants
21181,8,35,a nightgown,,a nightgown
21183,8,35,the sleeves,,the sleeves
21214,8,35,a lot,,a lot
21232,8,35,the baby,,the baby
21238,8,35,the hospital,,the hospital
21258,8,35,the hospital,,the hospital
21263,8,35,the baby,,the baby
21284,8,35,the doctor,,the doctor
21288,8,35,the doctor,,the doctor
21291,8,37,the pajamas,,the pajamas
21299,8,37,a get,,a get
21300,8,37,a job,,a job
21317,8,37,the hanger,,the hanger
21345,8,37,the toy,,the toy
21349,8,37,the shoe,,the shoe
21350,8,37,the floor,,the floor
21367,8,37,the toy,,the toy
21429,8,37,the code,,the code
21430,8,37,the code,,the code
21636,8,37,the arrow,,the arrow
21642,8,37,the arrow,,the arrow
21828,8,37,a idea,,a idea
21900,8,37,a yogurt,,a yogurt
21902,8,37,a yogurt,,a yogurt
21909,8,37,the deal,,the deal
21915,8,37,a snack,,a snack
21920,8,37,a gogurt,,a gogurt
21928,8,37,a pencil,,a pencil
21932,8,37,the sheets,,the sheets
21935,8,37,a pencil,,a pencil
21954,8,37,the papers,,the papers
21955,8,37,the cat,,the cat
21969,8,37,the directions,,the directions
22022,8,37,the bridge,,the bridge
22023,8,37,the opposite,,the opposite
22025,8,37,the heater,,the heater
22026,8,37,the opposite,,the opposite
22053,8,37,the direction,,the direction
22071,8,37,the turtle,,the turtle
22080,8,37,the turtle,,the turtle
22095,8,37,the turtle,,the turtle
22100,8,37,the snail,,the snail
22129,8,37,the #,,the #
22133,8,37,the floor,,the floor
22226,8,38,a minute,,a minute
22227,8,38,the basement,,the basement
22231,8,38,a diaper,,a diaper
22278,8,38,the ones,,the ones
22288,8,38,the basement,,the basement
22299,8,38,the puppet,,the puppet
22302,8,38,a puppet,,a puppet
22304,8,38,a puppet,,a puppet
22306,8,38,the curtain,,the curtain
22307,8,38,a puppet,,a puppet
22324,8,38,the animal,,the animal
22328,8,38,the puppets,,the puppets
22333,8,38,a puppet,,a puppet
22345,8,38,a diaper,,a diaper
22358,8,38,the pig,,the pig
22381,8,38,a turn,my #,a turn
22407,8,38,the table,,the table
22420,8,38,a friend,,a friend
